 CONJUNTO, EVALUADOR, BUSQUEDA, CLASIFICADOR, ATTR, %ICC, NTI, ICC, ICI, ROC, F-STAT, PROM, MIN,  MAX, SD, MAX-MIN, FEAT1, FEAT2, FEAT3, FEAT4, FEAT5, FEAT6, FEAT7, FEAT8, FEAT9, FEAT10
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiClassClassifier,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiClassClassifier,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiClassClassifier,4,81.0811,37,30,7,0.81335,0.81081,81.0811,81.0811,81.0811,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiClassClassifier,3,83.7838,37,31,6,0.87941,0.83784,83.7838,83.7838,83.7838,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiClassClassifier,2,83.7838,37,31,6,0.87941,0.83784,83.7838,83.7838,83.7838,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiClassClassifier,1,81.0811,37,30,7,0.82353,0.81109,81.0811,81.0811,81.0811,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiScheme,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiScheme,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiScheme,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiScheme,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiScheme,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiScheme,4,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiScheme,3,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiScheme,2,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,MultiScheme,1,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,HyperPipes,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,HyperPipes,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,HyperPipes,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,HyperPipes,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,HyperPipes,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,HyperPipes,4,64.8649,37,24,13,0.76618,0.62496,64.8649,64.8649,64.8649,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,HyperPipes,3,59.4595,37,22,15,0.75294,0.55306,59.4595,59.4595,59.4595,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,HyperPipes,2,59.4595,37,22,15,0.75,0.55306,59.4595,59.4595,59.4595,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,HyperPipes,1,51.3514,37,19,18,0.60882,0.45348,51.3514,51.3514,51.3514,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,VFI,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,VFI,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,VFI,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,VFI,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,VFI,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,VFI,4,83.7838,37,31,6,0.87206,0.83663,83.7838,83.7838,83.7838,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,VFI,3,75.6757,37,28,9,0.79853,0.75347,75.6757,75.6757,75.6757,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,VFI,2,75.6757,37,28,9,0.78088,0.75347,75.6757,75.6757,75.6757,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,VFI,1,67.5676,37,25,12,0.66324,0.66208,67.5676,67.5676,67.5676,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ZeroR,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ZeroR,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ZeroR,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ZeroR,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ZeroR,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ZeroR,4,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ZeroR,3,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ZeroR,2,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ZeroR,1,54.0541,37,20,17,0.43824,0.37933,54.0541,54.0541,54.0541,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ConjunctiveRule,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ConjunctiveRule,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ConjunctiveRule,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ConjunctiveRule,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ConjunctiveRule,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ConjunctiveRule,4,62.1622,37,23,14,0.63088,0.6136,62.1622,62.1622,62.1622,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ConjunctiveRule,3,62.1622,37,23,14,0.61618,0.60576,62.1622,62.1622,62.1622,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ConjunctiveRule,2,62.1622,37,23,14,0.61618,0.60576,62.1622,62.1622,62.1622,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,ConjunctiveRule,1,62.1622,37,23,14,0.62647,0.60576,62.1622,62.1622,62.1622,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,DecisionTable,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,DecisionTable,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,DecisionTable,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,DecisionTable,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,DecisionTable,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,DecisionTable,4,56.7568,37,21,16,0.54265,0.56435,56.7568,56.7568,56.7568,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,DecisionTable,3,56.7568,37,21,16,0.57941,0.56757,56.7568,56.7568,56.7568,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,DecisionTable,2,56.7568,37,21,16,0.57941,0.56757,56.7568,56.7568,56.7568,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,DecisionTable,1,51.3514,37,19,18,0.52059,0.50989,51.3514,51.3514,51.3514,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,JRip,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,JRip,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,JRip,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,JRip,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,JRip,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,JRip,4,59.4595,37,22,15,0.60882,0.5934,59.4595,59.4595,59.4595,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,JRip,3,70.2703,37,26,11,0.70882,0.70182,70.2703,70.2703,70.2703,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,JRip,2,67.5676,37,25,12,0.65,0.67615,67.5676,67.5676,67.5676,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,JRip,1,72.973,37,27,10,0.74706,0.73012,72.973,72.973,72.973,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,NNge,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,NNge,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,NNge,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,NNge,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,NNge,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,NNge,4,75.6757,37,28,9,0.75294,0.75604,75.6757,75.6757,75.6757,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,NNge,3,75.6757,37,28,9,0.75735,0.75711,75.6757,75.6757,75.6757,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,NNge,2,72.973,37,27,10,0.73235,0.73012,72.973,72.973,72.973,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,NNge,1,72.973,37,27,10,0.72353,0.72772,72.973,72.973,72.973,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,PART,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,PART,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,PART,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,PART,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,PART,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,PART,4,72.973,37,27,10,0.725,0.72973,72.973,72.973,72.973,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,PART,3,78.3784,37,29,8,0.73529,0.78378,78.3784,78.3784,78.3784,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,PART,2,78.3784,37,29,8,0.73529,0.78378,78.3784,78.3784,78.3784,0,0,'SpearAutoct1','MutInfEqPrb0t2',' ',' ',' ',' ',' ',' ',' ',' '
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,PART,1,70.2703,37,26,11,0.66765,0.70314,70.2703,70.2703,70.2703,0,0,'SpearAutoct1',' ',' ',' ',' ',' ',' ',' ',' ',' '


Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,Ridor,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,Ridor,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,Ridor,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInCEqPrb0t0','Bicorrelatt2','MedianTimS'
Conjunto Alzheimer Local SS-WOJ,SVMAttributeEval,Ranker,Ridor,0,0,0,0,0,0,0,0,0,0,0,0,'SpearAutoct1','MutInfEqPrb0t2','DetFluctAna','SpearCAutot1','MutInfEqPrb0t8','PearsAutoct7','Bicorrelatt9','MutInfEqPrb0t0','Bicorrelatt2','MedianTimS'
